"ability ","n","əˈbɪləti ","khả năng"
"able ","adj","ˈeɪbəl ","có thể"
"abroad ","adv","əˈbrɔd ","ở nước ngoài"
"accept ","v","ækˈsɛpt ","chấp nhận"
"accident ","n","ˈæksədənt ","tai nạn"
"according ","to prep","əˈkɔrdɪŋ ","theo"
"achieve ","v","əˈʧiv ","đạt được"
"act ","v","ækt ","hành động"
"active ","adj","ˈæktɪv ","tích cực"
"actually ","adv","ˈækʧuəli ","Thực ra"
"adult ","adj","əˈdʌlt ","người lớn"
"advantage ","n","ædˈvæntɪʤ ","lợi thế"
"adventure ","n","ædˈvɛnʧər ","cuộc phiêu lưu"
"advertise ","v","ˈædvərˌtaɪz ","Quảng cáo"
"advertisement ","n","ədˈvɜrtəzmənt ","quảng cáo"
"advertising ","n","ˈædvərˌtaɪzɪŋ ","quảng cáo"
"affect ","v","əˈfɛkt ","ảnh hưởng"
"after ","conj, adv","ˈæftər ","sau đó"
"against ","prep","əˈɡɛnst ","chống lại"
"ah ","exclam","ɑ ","Ah"
"airline ","n","ˈɛrˌlaɪn ","hãng hàng không"
"alive ","adj","əˈlaɪv ","còn sống"
"all ","adv","ɔl ","tất cả"
"all ","right adj/adv, exclam","ɔl ","tất cả"
"allow ","v","əˈlaʊ ","cho phép"
"almost ","adv","ˈɔlˌmoʊst ","hầu hết"
"alone ","adj/adv","əˈloʊn ","một mình"
"along ","prep, adv","əˈlɔŋ ","dọc theo"
"already ","adv","ɔlˈrɛdi ","đã"
"alternative ","n","ɔlˈtɜrnətɪv ","thay thế"
"although ","conj","ˌɔlˈðoʊ ","mặc dù"
"among ","prep","əˈmʌŋ ","giữa"
"amount ","n","əˈmaʊnt ","số lượng"
"ancient ","adj","ˈeɪnʧənt ","cổ đại"
"ankle ","n","ˈæŋkəl ","mắt cá"
"any ","adv","ˈɛni ","bất kì"
"anybody ","pron","ˈɛnibədi ","bất cứ ai"
"any ","more adv","ˈɛni ","bất kì"
"anyway ","adv","ˈɛniˌweɪ ","Dẫu sao thì"
"anywhere ","adv, pron","ˈɛniˌwɛr ","bất cứ nơi nào"
"app ","n","æp ","ứng dụng"
"appear ","v","əˈpɪr ","xuất hiện"
"appearance ","n","əˈpɪrəns ","vẻ bề ngoài"
"apply ","v","əˈplaɪ ","áp dụng"
"architect ","n","ˈɑrkəˌtɛkt ","kiến trúc sư"
"architecture ","n","ˈɑrkəˌtɛkʧər ","ngành kiến ​​​​trúc"
"argue ","v","ˈɑrɡju ","tranh cãi"
"argument ","n","ˈɑrɡjəmənt ","lý lẽ"
"army ","n","ˈɑrmi ","quân đội"
"arrange ","v","əˈreɪnʤ ","sắp xếp"
"arrangement ","n","əˈreɪnʤmənt ","sắp xếp"
"as ","adv, conj","æz ","BẰNG"
"asleep ","adj","əˈslip ","ngủ"
"assistant ","n, adj","əˈsɪstənt ","trợ lý"
"athlete ","n","ˈæˌθlit ","vận động viên"
"attack ","n, v","əˈtæk ","tấn công"
"attend ","v","əˈtɛnd ","tham gia"
"attention ","n, exclam","əˈtɛnʃən ","chú ý"
"attractive ","adj","əˈtræktɪv ","hấp dẫn"
"audience ","n","ˈɑdiəns ","khán giả"
"author ","n","ˈɔθər ","tác giả"
"available ","adj","əˈveɪləbəl ","có sẵn"
"average ","adj, n","ˈævərɪʤ ","trung bình"
"avoid ","v","əˈvɔɪd ","tránh xa"
"award ","n","əˈwɔrd ","phần thưởng"
"awful ","adj","ˈɑfəl ","tồi tệ"
"back ","adj","bæk ","mặt sau"
"background ","n","ˈbækˌɡraʊnd ","lý lịch"
"badly ","adv","ˈbædli ","tệ"
"bar ","n","bɑr ","quán ba"
"baseball ","n","ˈbeɪsˈbɔl ","bóng chày"
"based ","adj","beɪst ","dựa trên"
"basketball ","n","ˈbæskətˌbɔl ","bóng rổ"
"bean ","n","bin ","hạt đậu"
"bear ","(animal) n","bɛr ","con gấu"
"beat ","v","bit ","tiết tấu"
"beef ","n","bif ","thịt bò"
"before ","conj, adv","bɪˈfɔr ","trước"
"behave ","v","bɪˈheɪv ","ứng xử"
"behaviour ","n","behaviour ","hành vi"
"belong ","v","bɪˈlɔŋ ","thuộc về"
"belt ","n","bɛlt ","thắt lưng"
"benefit ","n","ˈbɛnəfɪt ","lợi ích"
"best ","adv, n","bɛst ","tốt nhất"
"better ","adv","ˈbɛtər ","tốt hơn"
"between ","adv","bɪˈtwin ","giữa"
"billion ","number","ˈbɪljən ","tỷ"
"bin ","n","bɪn ","thùng rác"
"biology ","n","baɪˈɑləʤi ","sinh vật học"
"birth ","n","bɜrθ ","Sinh"
"biscuit ","n","ˈbɪskət ","bánh quy"
"bit ","n","bɪt ","chút"
"blank ","adj, n","blæŋk ","trống"
"blood ","n","blʌd ","máu"
"blow ","v","bloʊ ","thổi"
"board ","n","bɔrd ","Cái bảng"
"boil ","v","bɔɪl ","đun sôi"
"bone ","n","boʊn ","xương"
"book ","v","bʊk ","sách"
"borrow ","v","ˈbɑˌroʊ ","vay mượn"
"boss ","n","bɑs ","ông chủ"
"bottom ","n, adj","ˈbɑtəm ","đáy"
"bowl ","n","boʊl ","cái bát"
"brain ","n","breɪn ","não"
"bridge ","n","brɪʤ ","cầu"
"bright ","adj","braɪt ","sáng"
"brilliant ","adj","ˈbrɪljənt ","xuất sắc"
"broken ","adj","ˈbroʊkən ","vỡ"
"brush ","v, n","brʌʃ ","chải"
"burn ","v","bɜrn ","đốt cháy"
"businessman ","n","ˈbɪznəˌsmæn ","doanh nhân"
"button ","n","ˈbʌtən ","cái nút"
"camp ","n, v","kæmp ","trại"
"camping ","n","ˈkæmpɪŋ ","cắm trại"
"care ","n, v","kɛr ","quan tâm"
"careful ","adj","ˈkɛrfəl ","cẩn thận"
"carefully ","adv","ˈkɛrfəli ","cẩn thận"
"carpet ","n","ˈkɑrpət ","thảm"
"cartoon ","n","kɑrˈtun ","hoạt hình"
"case ","n","keɪs ","trường hợp"
"cash ","n","kæʃ ","tiền mặt"
"castle ","n","ˈkæsəl ","lâu đài "
"catch ","v","kæʧ ","nắm lấy"
"cause ","n, v","kɑz ","gây ra"
"celebrate ","v","ˈsɛləˌbreɪt ","kỉ niệm"
"celebrity ","n","səˈlɛbrɪti ","người nổi tiếng"
"certain ","adj","ˈsɜrtən ","chắc chắn"
"certainly ","adv","ˈsɜrtənli ","chắc chắn "
"chance ","n","ʧæns ","cơ hội"
"character ","n","ˈkɛrɪktər ","tính cách"
"charity ","n","ˈʧɛrɪti ","tổ chức từ thiện"
"chat ","v, n","ʧæt ","trò chuyện"
"check ","n","ʧɛk ","kiểm tra"
"chef ","n","ʃɛf ","đầu bếp"
"chemistry ","n","ˈkɛməstri ","hoá học"
"chip ","n","ʧɪp ","Chip"
"choice ","n","ʧɔɪs ","sự lựa chọn"
"church ","n","ʧɜrʧ ","nhà thờ"
"cigarette ","n","ˌsɪɡəˈrɛt ","thuốc lá"
"circle ","n, v","ˈsɜrkəl ","vòng tròn"
"classical ","adj","ˈklæsɪkəl ","cổ điển"
"clear ","adj","klɪr ","thông thoáng"
"clearly ","adv","ˈklɪrli ","rõ ràng"
"clever ","adj","ˈklɛvər ","thông minh"
"climate ","n","ˈklaɪmət ","khí hậu"
"closed ","adj","kloʊzd ","đóng cửa"
"clothing ","n","ˈkloʊðɪŋ ","quần áo"
"cloud ","n","klaʊd ","đám mây"
"coach ","n","koʊʧ ","huấn luyện viên"
"coast ","n","koʊst ","bờ biển"
"code ","n","koʊd ","mã số"
"colleague ","n","ˈkɑliɡ ","đồng nghiệp"
"collect ","v","kəˈlɛkt ","sưu tầm"
"column ","n","ˈkɑləm ","cột"
"comedy ","n","ˈkɑmədi ","hài kịch"
"comfortable ","adj","ˈkʌmfərtəbəl ","thoải mái"
"comment ","n","ˈkɑmɛnt ","bình luận"
"communicate ","v","kəmˈjunəˌkeɪt ","giao tiếp"
"community ","n","kəmˈjunəti ","cộng đồng"
